text,score_?,score_2,score_1,score_3,high_influential,high_factbasedness,high_inaccuracy,high_opinionated,high_accountability,high_unobjectivity_tone,noise
"With all the hoopla this week over the latest casting news for Marvel Studios' Spider-Man 3 (Jamie Foxx is set to return as the villain Electro) one update on the film got lost in the shuffle. Buried in The Hollywood Reporter's news on Foxx's casting, marking his return to the franchise after The Amazing Spider-Man 2, is news that the film remains on track to begin shooting this year. Production on the film is scheduled to begin this fall in Atlanta, where 2017's Spider-Man: Homecoming was also shot, and THR notes that cameras are set to roll on the film this fall.",False,False,False,True,False,True,False,False,False,False,False
"Rumors had previously pointed toward an early 2021 start for the production, but that was never confirmed by the studio. Series star Tom Holland is currently filming the long awaited Uncharted feature film, but has previously said that once production wraps on that movie that he'll leap back over to the MCU for the third Spider-Man. Filming on Spider-Man 3 was originally scheduled to film in July of this year, plans that were quickly changed by the coronavirus pandemic.",False,False,False,True,False,True,False,False,False,False,False
"Spider-Man 3 is expected to follow a new status quo for Holland's Peter Parker, who was publicly unmasked by J. Jonah Jameson at the end of last year's Spider-Man: Far From Home. Many details about the film's plot remain unknown at this point. The casting of Jamie Foxx as Electro has some fans convinced that a live-action version of the Spider-Verse is in the works.",False,False,False,True,False,True,False,False,False,False,False
"In a since deleted post on Instagram, Foxx posted a series of photos to his Instagram, confirmign his involvement in the film along with the caption that he ""won't be blue in this one!! But a thousand percent badass!!!"" He then included a piece of fan art that depicts three different versions of Spider-Man standing next to each other, staring up at Electro in the sky. Foxx's Electro marks the first villain confirmed to appear in the movie, but his inclusion has already sparked theories that Marvel and Sony could be working toward the Sinister Six as well",False,False,False,True,False,True,False,False,False,False,False
"Jon Watts is set to direct the film once again, making him the first filmmaker to direct a full trilogy of films for Marvel Studios (James Gunn will seemingly follow suit with Guardians of the Galaxy Vol. 3, which is without a release date). Series co-stars Zendaya, Jacob Batalan, Marisa Tomei, and Tony Revolori are all expected to return as their characters as well.
Spider-Man 3 is currently on track to hit theaters on December 17, 2021",False,False,False,True,False,True,False,False,False,False,False
CNN chief White House correspondent Jim Acosta reacted to chants of,False,False,True,True,False,True,False,False,False,False,False
“CNN sucks”,False,False,False,True,True,False,False,False,False,False,False
"from rallygoers in Sanford, FL at President Donald Trump’s rally Monday during the broadcast of “The Situation Room.”",False,False,True,True,False,True,False,False,False,False,False
Acosta took a shot at his network’s critics,False,False,True,True,False,True,False,False,False,False,False
by saying contracting COVID-19 would also,False,False,False,True,True,False,False,False,False,False,False
“suck.”,False,False,False,True,True,False,False,False,False,False,False
"Acosta said, “After this rally in Florida tonight, the president heads off to Pennsylvania for another rally tomorrow later on in the week, Iowa and North Carolina, Pennsylvania is a critical battleground state. Iowa and North Carolina are really states that should be in the bag for President Trump.”",False,False,False,True,False,False,False,True,False,False,False
"“That’s an indication as to how much trouble he’s in politically right now,” he continued. “And as this crowd is chanting that there are members of the press here who suck, I should also point out what also sucks — getting the coronavirus.”",False,False,False,True,True,False,False,False,False,False,False
President returns to the campaign trail after a second negative test; Kristen Fisher updates on 'Special Report.',False,False,False,True,False,True,False,False,False,False,False
"CNN's chief White House correspondent Jim Acosta did not receive the warmest welcome while reporting from the Trump rally in Sanford, Fla.",False,True,False,True,False,True,False,False,False,False,False
"Hours before President Trump made his debut on the campaign trail following his recovery from the coronavirus, Acosta told ""The Situation Room"" anchor Wolf Blitzer about the planned rallies the president has on his schedule including Iowa and North Carolina, states Acosta asserted should have been ""in the bag"" for the GOP incumbent.",False,True,False,True,False,True,False,False,False,False,False
